hotel_names,star_rating,distance_from_center,swimmingpool,breakfast,breakfast_and_dinner,free_cancellation,address,Air conditioning,Heating,WiFi is available in all areas and is free of charge.,City view,Wardrobe or closet,Soundproofing,TV,Coffee machine,Private bathroom,Lift,Safety deposit box,Pets are allowed. Charges may be applicable.,24-hour front desk,Bar,Room service,Fitness centre,Spa lounge/relaxation area,Electric kettle,Minibar,Tea/Coffee maker,Restaurant,Parking garage,Airport shuttle,Non-smoking rooms,24-hour security,Towels,Facilities for disabled guests,Hairdryer,Iron,Electric vehicle charging station,city
Hôtel du Sentier,4,1300,0,1,0,1,"Place du Caire, 2nd arr., 75002 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1
Hotel Trianon Rive Gauche,4,1200,0,1,0,1,"1 Bis Rue De Vaugirard, 6th arr., 75006 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
Hôtel Saint Roch,2,1700,0,0,0,1,"25 rue Saint Roch, 1st arr., 75001 Paris, France",1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1
Hotel Etoile Saint Ferdinand by Happyculture,4,5200,0,1,0,1,"36 rue Saint Ferdinand, 17th arr., 75017 Paris, France",1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1
Au Manoir Saint Germain,4,1400,0,0,0,1,"153 Boulevard Saint Germain, 6th arr., 75006 Paris, France",1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
Grand Hôtel du Bel Air,2,3600,0,0,0,1,"102 Boulevard de Picpus, 12th arr., 75012 Paris, France",0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
Agate Hôtel,3,3700,0,0,0,1,"8, cours de Vincennes, 12th arr., 75012 Paris, France",0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
Hotel Icône,3,1800,0,0,0,1,"4 rue d'Amboise, 2nd arr., 75002 Paris, France",1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
Hôtel Orchidée,3,3300,0,1,0,1,"65 rue de l'Ouest, 14th arr., 75014 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1
Hotel Le Richemont,3,3400,0,1,0,1,"17 Rue Jean Colly, 13th arr., 75013 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1
Hyatt Regency Paris Etoile,4,5500,0,1,0,1,"3 Place du Général Koenig, 17th arr., 75017 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1
Hôtel Mayet,3,2600,0,1,0,1,"3 Rue Mayet, 6th arr., 75006 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1
Timhotel Palais Royal,3,1400,0,1,0,1,"3, rue de la Banque, 2nd arr., 75002 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1
Daunou Opéra,3,2000,0,1,0,1,"6 Rue Daunou, 2nd arr., 75002 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1
Hotel Opéra Opal,4,2500,0,1,0,1,"19 Rue Tronchet, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1
Welcome Hotel,2,1100,0,1,0,1,"66 Rue de Seine, 6th arr., 75006 Paris, France",1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1
Timhotel Paris Gare Montparnasse,3,2700,0,1,0,1,"22 Rue de l'Arrivée, 15th arr., 75015 Paris, France",0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1
Hôtel Gaston,3,4700,0,1,0,1,"51 boulevard Péreire, 17th arr., 75017 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
Timhotel Le Louvre,3,1100,0,1,0,1,"4 rue Croix des Petits Champs, 1st arr., 75001 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1
R. Kipling by Happyculture,4,3200,0,1,0,1,"65, rue Blanche, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
Le Grand Quartier,4,1800,0,1,0,1,"15 Rue de Nancy, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1
Hilton Paris Opera,4,2800,0,0,0,1,"108 Rue Saint-Lazare, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
Hotel The Playce by Happyculture,4,3600,0,1,0,1,"66 Boulevard Barbès, 18th arr., 75018 Paris, France",1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1
Hotel Pilime,3,3400,0,0,0,1,"76 Rue De Clichy, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1
Hôtel Keppler,4,4200,1,1,0,1,"10 Rue Kepler, 16th arr., 75016 Paris, France",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
Hôtel Plaza Étoile,3,4600,0,1,0,1,"21 Avenue de Wagram, 17th arr., 75017 Paris, France",1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1
Hôtel Hor Europe,4,2600,0,0,0,1,"160 Rue La Fayette, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1
Color Design Hotel,3,2300,0,0,0,1,"35 rue de Citeaux, 12th arr., 75012 Paris, France",1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Apollinaire,3,2500,0,1,0,1,"39 rue Delambre, 14th arr., 75014 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1
Mercure Paris Gare Montparnasse,4,2700,0,1,0,1,"20 Rue De La Gaîté, 14th arr., 75014 Paris, France",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1
Kyriad Paris 18 - Porte de Clignancourt - Montmartre,3,4500,0,1,0,1,"78 Boulevard Ornano, 18th arr., 75018 Paris, France",0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1
Best Western Plus Opéra Batignolles,4,4400,0,0,0,1,"165, rue de Rome, 17th arr., 75017 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
Hôtel de l'Abbaye,4,1700,0,1,0,1,"10 Rue Cassette, 6th arr., 75006 Paris, France",1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1
Hotel Mademoiselle,4,2300,0,1,0,1,"7 Rue des Petits Hôtels, 10th arr., 75010 Paris, France",1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
La Mondaine,3,3300,0,0,0,1,"4 Rue de Vintimille, 9th arr., 75009 Paris, France",0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Residhome Paris Rosa Parks,3,4600,0,1,0,1,"3 Rue Gaston Tessier, 19th arr., 75019 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1
Hôtel des Métallos,3,1700,0,0,0,1,"50 Rue De La Folie Méricourt, 11th arr., 75011 Paris, France",0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
Hôtel De La Perdrix Rouge,2,3400,0,1,0,1,"5 Rue Lassus, 19th arr., 75019 Paris, France",0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
Hotel du College de France,3,800,0,1,0,1,"7 rue Thenard, 5th arr., 75005 Paris, France",0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
Hôtel Beauchamps,4,3500,0,1,0,1,"24 rue de Ponthieu, 8th arr., 75008 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1
Ibis Paris Tour Eiffel Cambronne 15ème,3,3800,0,1,1,1,"2 Rue Cambronne, 15th arr., 75015 Paris, France",1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1
Hotel le 18 Paris,3,4500,0,1,0,1,"51 rue Letort, 18th arr., 75018 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1
"Crowne Plaza Paris République, an IHG Hotel",4,1600,0,1,0,1,"10, Place De La République, 11th arr., 75011 Paris, France",1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
Timhotel Montmartre,3,3400,0,1,0,1,"11 rue Ravignan , Place Emile Goudeau, 18th arr., 75018 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1
Hotel Taylor,3,1500,0,1,0,1,"6 rue Taylor, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1
Courtyard by Marriott Paris Gare de Lyon,4,1900,0,1,0,1,"209-211 Rue de Bercy, 12th arr., 75012 Paris, France",1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1
Hôtel Le Walt,4,3300,0,1,0,1,"37 Avenue De La Motte Picquet, 7th arr., 75007 Paris, France",1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1
Hotel Vacances Bleues Provinces Opera,3,1700,0,1,0,1,"36, Rue De L'echiquier, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1
Hotel Maison FL,4,4900,0,1,0,1,"6 Rue De La Tour, 16th arr., 75016 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1
Hotel OHM by Happyculture,3,6700,0,1,0,1,"11 rue Claude Terrasse, 16th arr., 75016 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
Mercure Paris Montparnasse Pasteur,4,3900,0,0,0,1,"10, rue Gager Gabillot, 15th arr., 75015 Paris, France",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1
"Terrass"" Hotel",4,3600,0,1,0,1,"12-14 Rue Joseph De Maistre, 18th arr., 75018 Paris, France",1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1
New Hotel Le Voltaire,4,2200,0,1,0,1,"3 Rue Pétion, 11th arr., 75011 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1
Hôtel Eden Opéra,3,2900,0,1,0,1,"35, Rue Jean-Baptiste Pigalle, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1
Maison Axel Opéra,3,1900,0,1,0,1,"15, Rue de Montyon, 9th arr., 75009 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1
Hotel Marignan Champs-Elysées,5,3500,0,1,0,1,"12 rue de Marignan, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1
Hotel Eiffel Capitol,3,4400,0,0,0,1,"9 rue Viala, 15th arr., 75015 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1
Hôtel Cordelia Opéra-Madeleine,3,2600,0,1,0,1,"11 rue Greffulhe, 8th arr., 75008 Paris, France",1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1
Hotel Odeon Saint-Germain,4,1200,0,1,0,1,"13, rue Saint Sulpice, 6th arr., 75006 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1
Hôtel Thérèse,4,1500,0,1,0,1,"5-7 Rue Thérèse, 1st arr., 75001 Paris, France",1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1
Aparthotel Adagio Access Paris Reuilly,3,2600,0,0,0,1,"13 Rue De Reuilly, 12th arr., 75012 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
La Perle,3,1400,0,0,0,1,"14 rue des Canettes, 6th arr., 75006 Paris, France",1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
Hôtel Duc De St-Simon,4,2000,0,0,0,0,"14 Rue St-Simon, 7th arr., 75007 Paris, France",1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
Citadines Trocadéro Paris,3,4900,0,0,0,1,"29 Bis, Rue Saint-Didier, 16th arr., 75016 Paris, France",1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
Hotel Les Bulles De Paris,4,900,0,1,0,1,"32 rue des Ecoles, 5th arr., 75005 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1
Hotel Restaurant Au Boeuf Couronné,3,4500,0,1,0,1,"188 Avenue Jean Jaurès, 19th arr., 75019 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1
Grand Hôtel Malher,3,700,0,0,0,1,"5 Rue Malher, 4th arr., 75004 Paris, France",1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Verlain,3,2100,0,0,0,1,"97 rue Saint Maur, 11th arr., 75011 Paris, France",1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1
Le Patio Bastille,3,3000,0,1,0,1,"289 bis, rue du Faubourg Saint Antoine, 11th arr., 75011 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1
Maison ELLE Paris,4,4600,0,0,0,0,"14 Rue Brey, 17th arr., 75017 Paris, France",1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
Hôtel Regina Louvre,5,1600,0,0,0,1,"2 place des Pyramides, 1st arr., 75001 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
Renaissance Paris Nobel Tour Eiffel Hotel,4,4900,0,1,0,1,"55-57 Avenue Raymond Poincare, 16th arr., 75016 Paris, France",1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
Hôtel Les Deux Gares,4,2500,0,0,0,1,"2 Rue des Deux Gares, 10th arr., 75010 Paris, France",1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1
ibis Paris Montmartre 18ème,3,3500,0,1,0,1,"5 rue Caulaincourt, 18th arr., 75018 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Le Marquis Eiffel,4,4000,0,1,0,1,"15 Rue Dupleix, 15th arr., 75015 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1
Alyss Saphir Cambronne Eiffel,3,4200,0,0,0,1,"62 Rue De La Croix Nivert, 15th arr., 75015 Paris, France",0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1
Hotel Ile de France Opéra,3,1800,0,0,0,1,"26, rue Saint Augustin, 2nd arr., 75002 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1
Hotel Louvre Bons Enfants,3,1200,0,1,0,1,"5 Rue Des Bons Enfants, 1st arr., 75001 Paris, France",1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
ibis Paris Gare du Nord TGV,3,2500,0,1,0,1,"31-33 Rue De Saint-Quentin, 10th arr., 75010 Paris, France",1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
Hotel Astoria - Astotel,3,3500,0,1,0,1,"42, rue de Moscou, 8th arr., 75008 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1
Hotel Bastille Speria,3,1200,0,1,0,1,"1 Rue De La Bastille, 4th arr., 75004 Paris, France",1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1
Grand Hôtel Dechampaigne,3,500,0,1,0,1,"17 Rue Jean Lantier, 1st arr., 75001 Paris, France",1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1
Crystal Hotel,3,1400,0,0,0,1,"24 Rue Saint Benoit, 6th arr., 75006 Paris, France",1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1
Hipotel Paris Belgrand Mairie du 20ème,3,4100,0,0,0,1,"60 Rue Belgrand, 20th arr., 75020 Paris, France",0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
Hotel des Grands Boulevards,4,1600,0,1,0,1,"17 Boulevard Poissonnière, 2nd arr., 75002 Paris, France",1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1
Excelsior Opera,3,2200,0,0,0,1,"5 Rue Lafayette, 9th arr., 75009 Paris, France",1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1
"Kimpton - St Honoré Paris, an IHG Hotel",5,2100,0,1,1,1,"25-29 Boulevard des Capucines, 2nd arr., 75009 Paris, France",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
La Villa Madame,4,1700,0,0,0,1,"44 Rue Madame, 6th arr., 75006 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1
Abaca Messidor by Happyculture,3,4700,0,1,0,1,"330, Rue De Vaugirard, 15th arr., 75015 Paris, France",1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1
Hotel Champerret Elysees,3,5300,0,1,0,1,"129, avenue de Villiers, 17th arr., 75017 Paris, France",1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
Hôtel Molière,4,1500,0,1,0,1,"21 rue Molière, 1st arr., 75001 Paris, France",1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1
Hôtel La Comtesse,4,3300,0,1,0,1,"29, Avenue De Tourville, 7th arr., 75007 Paris, France",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1
Paris Marriott Champs Elysees Hotel,5,3800,0,1,0,1,"70 avenue des Champs-Elysees, 8th arr., 75008 Paris, France",1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
Sofitel Le Scribe Paris Opera,5,2200,0,1,0,1,"1 Rue Scribe, 9th arr., 75009 Paris, France",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Académie Hôtel Saint Germain,4,1500,0,0,0,1,"32 rue des Saints Pères, 7th arr., 75007 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1
Cactus,3,3600,0,0,0,1,"47 Rue des Volontaires, 15th arr., 75015 Paris, France",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Royal Saint Michel,4,700,0,1,0,1,"3 Boulevard Saint Michel, 5th arr., 75005 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1
Hotel Bachaumont,4,1200,0,1,0,1,"18, rue Bachaumont, 2nd arr., 75002 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1
Hotel Modern Est,2,2200,0,0,0,1,"91, Boulevard de Strasbourg, 10th arr., 75010 Paris, France",0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Hotel Le Mareuil,4,1600,0,0,0,0,"51, Rue de Malte, 11th arr., 75011 Paris, France",1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1
Hôtel Emile Le Marais,3,700,0,0,0,1,"2, rue Malher, 4th arr., 75004 Paris, France",1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Hôtel De Fleurie,3,1100,0,1,0,1,"32 Rue Grégoire De Tours, 6th arr., 75006 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
Hôtel Paris Vaugirard,3,5300,0,1,0,1,"403 Rue de Vaugirard, 15th arr., 75015 Paris, France",0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1
Legend Saint Germain by Elegancia,4,2300,0,1,0,1,"151 bis Rue de Rennes, 6th arr., 75006 Paris, France",1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1
Derby Alma,4,3700,0,1,0,1,"8, Avenue Rapp, 7th arr., 75007 Paris, France",1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1
Amiral-Fondary,3,4300,0,0,0,1,"30, Rue Fondary, 15th arr., 75015 Paris, France",1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
Hôtel Atlantis,3,1500,0,0,0,1,"4 Rue du Vieux Colombier, 6th arr., 75006 Paris, France",1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1
Le Pradey,4,1700,0,1,0,1,"5 Rue Saint Roch, 1st arr., 75001 Paris, France",1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1
Hotel André Gill,2,3000,0,0,0,1,"4 Rue André Gill, 18th arr., 75018 Paris, France",0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
"voco Paris Montparnasse, an IHG Hotel",4,2900,0,1,0,1,"79 - 81 avenue du Maine, 14th arr., 75014 Paris, France",1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Hôtel Bourg Tibourg,4,350,0,0,0,1,"19 Rue du Bourg Tibourg, 4th arr., 75004 Paris, France",1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
Maison Nabis by HappyCulture,4,3200,0,1,0,1,"7, Rue De Parme, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1
Hôtel Saint Marcel,3,2100,0,1,0,1,"43 Boulevard Saint-Marcel, 13th arr., 75013 Paris, France",1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
Drawing House,4,3200,1,1,0,1,"21 Rue Vercingétorix, 14th arr., 75014 Paris, France",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
Lennon Hotel Paris Gare du Nord,2,2700,0,0,0,1,"129B Boulevard de Magenta, 10th arr., 75010 Paris, France",0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
Simon's Boutique Hôtel,3,3800,0,1,0,1,"69 Rue Riquet, 18th arr., 75018 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1
